Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,mgi_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,protein_id,ccdsid,ont,length,ENSEMBL_ID,tx_length
chr1,HAVANA,gene,132119194,132137284,.,+,.,ENSMUSG00000118219.5,protein_coding,Gm29695,2,MGI:5588854,OTTMUSG00000073218.1,,,,,overlapping_locus,,,,,,,18090,ENSMUSG00000118219,5271
chr1,ENSEMBL,gene,132125825,132125922,.,+,.,ENSMUSG00000065435.3,miRNA,Mir135b,3,MGI:3618732,,,,,,,,,,,,,97,ENSMUSG00000065435,97
chr1,HAVANA,gene,132137255,132140174,.,-,.,ENSMUSG00000134223.1,lncRNA,ENSMUSG00000134223,2,,,,,,,,,,,,,,2919,ENSMUSG00000134223,414
chr1,HAVANA,gene,132195997,132208149,.,-,.,ENSMUSG00000101549.3,lncRNA,Gm29630,2,MGI:5580336,OTTMUSG00000049385.1,,,,,,,,,,,,12152,ENSMUSG00000101549,773
chr1,HAVANA,gene,132208328,132219178,.,-,.,ENSMUSG00000127287.1,lncRNA,ENSMUSG00000127287,2,,,,,,,,,,,,,,10850,ENSMUSG00000127287,659
chr1,HAVANA,gene,132212190,132212547,.,+,.,ENSMUSG00000089808.4,processed_pseudogene,Gm7241,2,MGI:3646637,OTTMUSG00000029834.1,,,,,,,,,,,,357,ENSMUSG00000089808,357
chr1,HAVANA,gene,132226363,132235095,.,+,.,ENSMUSG00000042115.5,protein_coding,Klhdc8a,2,MGI:2442630,OTTMUSG00000049386.1,,,,,,,,,,,,8732,ENSMUSG00000042115,4269
chr1,HAVANA,gene,132243863,132261226,.,+,.,ENSMUSG00000009772.16,protein_coding,Nuak2,2,MGI:1921387,OTTMUSG00000021956.1,,,,,,,,,,,,17363,ENSMUSG00000009772,3107
chr1,HAVANA,gene,132249162,132250622,.,-,.,ENSMUSG00000126318.1,lncRNA,ENSMUSG00000126318,2,,,,,,,,,,,,,,1460,ENSMUSG00000126318,604
chr1,HAVANA,gene,132269667,132279102,.,+,.,ENSMUSG00000100658.4,lncRNA,F730311O21Rik,2,MGI:3643355,OTTMUSG00000049387.1,,,,,,,,,,,,9435,ENSMUSG00000100658,5447
chr1,HAVANA,gene,132284052,132319019,.,-,.,ENSMUSG00000042066.17,protein_coding,Tmcc2,2,MGI:1916125,OTTMUSG00000026803.1,,,,,,,,,,,,34967,ENSMUSG00000042066,4004
chr1,HAVANA,gene,132308866,132310247,.,+,.,ENSMUSG00000090079.2,lncRNA,Gm15849,1,MGI:3802034,OTTMUSG00000026804.1,,,,,,,,,,,,1381,ENSMUSG00000090079,335
chr1,HAVANA,gene,132344188,132345748,.,-,.,ENSMUSG00000135179.1,lncRNA,ENSMUSG00000135179,2,,,,,,,,,,,,,,1560,ENSMUSG00000135179,1560
chr1,HAVANA,gene,132345292,132394696,.,+,.,ENSMUSG00000042046.16,protein_coding,Dstyk,2,MGI:1925064,OTTMUSG00000049388.1,,,,,,,,,,,,49404,ENSMUSG00000042046,6282
chr1,HAVANA,gene,132359518,132404820,.,-,.,ENSMUSG00000097760.4,lncRNA,6030442K20Rik,2,MGI:1925126,OTTMUSG00000049389.1,,,,,,,,,,,,45302,ENSMUSG00000097760,1603
chr1,HAVANA,gene,132398003,132398162,.,+,.,ENSMUSG00000121278.2,lncRNA,Gm57187,2,MGI:7338287,,,,,,,,,,,,,159,ENSMUSG00000121278,159
chr1,HAVANA,gene,132405102,132433397,.,+,.,ENSMUSG00000026439.15,protein_coding,Rbbp5,2,MGI:1918367,OTTMUSG00000049391.1,,,,,,,,,,,,28295,ENSMUSG00000026439,3385
chr1,HAVANA,gene,132433375,132433876,.,-,.,ENSMUSG00000135719.1,lncRNA,ENSMUSG00000135719,2,,,,,,,,,,,,,,501,ENSMUSG00000135719,211
chr1,HAVANA,gene,132433967,132436377,.,+,.,ENSMUSG00000048174.3,protein_coding,Tmem81,2,MGI:1921876,OTTMUSG00000049392.1,,,,,,,,,,,,2410,ENSMUSG00000048174,1751
chr1,HAVANA,gene,132437164,132470994,.,-,.,ENSMUSG00000053024.15,protein_coding,Cntn2,2,MGI:104518,OTTMUSG00000049393.1,,,,,,,,,,,,33830,ENSMUSG00000053024,7334
chr1,HAVANA,gene,132492427,132669535,.,-,.,ENSMUSG00000026442.15,protein_coding,Nfasc,2,MGI:104753,OTTMUSG00000049394.1,,,,,,,,,,,,177108,ENSMUSG00000026442,9739
chr1,HAVANA,gene,132514725,132533051,.,+,.,ENSMUSG00000140800.1,lncRNA,ENSMUSG00000140800,2,,,,,,,,,,,,,,18326,ENSMUSG00000140800,549
chr1,HAVANA,gene,132657081,132660564,.,+,.,ENSMUSG00000101126.3,lncRNA,Gm10538,2,MGI:3642693,OTTMUSG00000049467.1,,,,,,,,,,,,3483,ENSMUSG00000101126,1877
chr1,HAVANA,gene,132704745,132709316,.,-,.,ENSMUSG00000127818.1,lncRNA,ENSMUSG00000127818,2,,,,,,,,,,,,,,4571,ENSMUSG00000127818,659
chr1,HAVANA,gene,132714782,132720893,.,+,.,ENSMUSG00000131931.1,lncRNA,ENSMUSG00000131931,2,,,,,,,,,,,,,,6111,ENSMUSG00000131931,1543
chr1,ENSEMBL,gene,132741965,132742086,.,-,.,ENSMUSG00000088911.3,snoRNA,Gm22609,3,MGI:5452386,,,,,,,,,,,,,121,ENSMUSG00000088911,121
chr1,HAVANA,gene,132769699,132774340,.,+,.,ENSMUSG00000124677.1,lncRNA,ENSMUSG00000124677,2,,,,,,,,,,,,,,4641,ENSMUSG00000124677,1151
chr1,HAVANA,gene,132778512,132781207,.,-,.,ENSMUSG00000135334.1,lncRNA,ENSMUSG00000135334,2,,,,,,,,,,,,,,2695,ENSMUSG00000135334,589
chr1,HAVANA,gene,132808010,132867743,.,+,.,ENSMUSG00000026443.4,protein_coding,Lrrn2,2,MGI:106037,OTTMUSG00000029281.1,,,,,,,,,,,,59733,ENSMUSG00000026443,3428
chr1,HAVANA,gene,132842690,132845771,.,-,.,ENSMUSG00000122455.1,lncRNA,ENSMUSG00000122455,2,,,,,,,,,,,,,,3081,ENSMUSG00000122455,882
chr1,HAVANA,gene,132843836,132846125,.,+,.,ENSMUSG00000122495.1,lncRNA,ENSMUSG00000122495,2,,,,,,,overlapping_locus,,,,,,,2289,ENSMUSG00000122495,818
chr1,ENSEMBL,gene,132851361,132851482,.,-,.,ENSMUSG00002075842.1,miRNA,Gm55923,3,MGI:6848307,,,,,,,,,,,,,121,ENSMUSG00002075842,121
chr1,HAVANA,gene,132871249,132873058,.,-,.,ENSMUSG00000102709.2,TEC,Gm38308,2,MGI:5611536,OTTMUSG00000049637.1,,,,,,,,,,,,1809,ENSMUSG00000102709,1809
chr1,HAVANA,gene,132887221,132958299,.,-,.,ENSMUSG00000054387.14,protein_coding,Mdm4,2,MGI:107934,OTTMUSG00000049638.1,,,,,,,,,,,,71078,ENSMUSG00000054387,7105
chr1,HAVANA,gene,132900476,132906629,.,+,.,ENSMUSG00000141319.1,lncRNA,ENSMUSG00000141319,2,,,,,,,,,,,,,,6153,ENSMUSG00000141319,589
chr1,HAVANA,gene,132953179,132954238,.,+,.,ENSMUSG00000144022.1,lncRNA,ENSMUSG00000144022,2,,,,,,,overlaps_pseudogene,,,,,,,1059,ENSMUSG00000144022,786
chr1,HAVANA,gene,132953538,132954177,.,+,.,ENSMUSG00000100228.2,transcribed_processed_pseudogene,Gm29257,2,MGI:5579963,OTTMUSG00000049639.1,,,,,overlapping_locus,,,,,,,639,ENSMUSG00000100228,639
chr1,HAVANA,gene,132961486,132971247,.,+,.,ENSMUSG00000140516.1,lncRNA,ENSMUSG00000140516,2,,,,,,,,,,,,,,9761,ENSMUSG00000140516,410
chr1,HAVANA,gene,132973404,133036425,.,+,.,ENSMUSG00000026447.18,protein_coding,Pik3c2b,2,MGI:2685045,OTTMUSG00000021915.1,,,,,,,,,,,,63021,ENSMUSG00000026447,7928
chr1,HAVANA,gene,132974433,132996143,.,-,.,ENSMUSG00000101102.4,lncRNA,Gm28609,2,MGI:5579315,OTTMUSG00000049640.1,,,,,,,,,,,,21710,ENSMUSG00000101102,2176
chr1,HAVANA,gene,133056413,133059520,.,-,.,ENSMUSG00000102425.2,TEC,Gm26616,2,MGI:5477110,OTTMUSG00000046061.1,,,,,,,,,,,,3107,ENSMUSG00000102425,3107
chr1,HAVANA,gene,133058880,133067521,.,+,.,ENSMUSG00000046062.6,protein_coding,Ppp1r15b,2,MGI:2444211,OTTMUSG00000022095.1,,,,,,,,,,,,8641,ENSMUSG00000046062,5594
chr1,HAVANA,gene,133091947,133231173,.,+,.,ENSMUSG00000041757.18,protein_coding,Plekha6,2,MGI:2388662,OTTMUSG00000049641.1,,,,,,,,,,,,139226,ENSMUSG00000041757,7388
chr1,HAVANA,gene,133135979,133138087,.,-,.,ENSMUSG00000132352.1,lncRNA,ENSMUSG00000132352,2,,,,,,,,,,,,,,2108,ENSMUSG00000132352,456
chr1,HAVANA,gene,133150639,133151752,.,+,.,ENSMUSG00000138774.1,lncRNA,ENSMUSG00000138774,2,,,,,,,overlapping_locus,,,,,,,1113,ENSMUSG00000138774,1113
chr1,HAVANA,gene,133165014,133165968,.,+,.,ENSMUSG00000137360.1,lncRNA,ENSMUSG00000137360,2,,,,,,,overlapping_locus,,,,,,,954,ENSMUSG00000137360,691
chr1,HAVANA,gene,133178131,133197546,.,-,.,ENSMUSG00000101693.3,lncRNA,Gm19461,2,MGI:5011646,OTTMUSG00000046077.1,,,,,,,,,,,,19415,ENSMUSG00000101693,2570
chr1,HAVANA,gene,133237537,133250764,.,+,.,ENSMUSG00000103421.2,protein_coding,Golt1a,2,MGI:1915588,OTTMUSG00000044879.1,,,,,readthrough_gene,,,,,,,13227,ENSMUSG00000103421,1865
chr1,HAVANA,gene,133237564,133257460,.,+,.,ENSMUSG00000115958.2,protein_coding,Gm28040,2,MGI:5547776,OTTMUSG00000044883.1,,,,,overlapping_locus,,,,,,,19896,ENSMUSG00000115958,656
chr1,HAVANA,gene,133237564,133257639,.,+,.,ENSMUSG00000098306.10,protein_coding,Gm28040,2,MGI:5547776,OTTMUSG00000044884.1,,,,,readthrough_gene,,,,,,,20075,ENSMUSG00000098306,1465
chr1,ENSEMBL,gene,133254949,133257460,.,+,.,ENSMUSG00000116158.3,protein_coding,Kiss1,3,MGI:2663985,,,,,,,,,,,,,2511,ENSMUSG00000116158,496
chr1,HAVANA,gene,133278247,133288063,.,+,.,ENSMUSG00000070645.6,protein_coding,Ren1,2,MGI:97898,OTTMUSG00000021617.1,,,,,,,,,,,,9816,ENSMUSG00000070645,1592
chr1,HAVANA,gene,133291309,133308074,.,+,.,ENSMUSG00000070644.14,protein_coding,Etnk2,2,MGI:2443760,OTTMUSG00000026805.1,,,,,,,,,,,,16765,ENSMUSG00000070644,2742
chr1,HAVANA,gene,133310040,133352115,.,-,.,ENSMUSG00000070643.12,protein_coding,Sox13,2,MGI:98361,OTTMUSG00000026807.1,,,,,,,,,,,,42075,ENSMUSG00000070643,3693
chr1,HAVANA,gene,133397731,133398630,.,-,.,ENSMUSG00000136932.1,lncRNA,ENSMUSG00000136932,2,,,,,,,,,,,,,,899,ENSMUSG00000136932,772
chr1,HAVANA,gene,133415748,133417764,.,+,.,ENSMUSG00000136900.1,lncRNA,ENSMUSG00000136900,2,,,,,,,,,,,,,,2016,ENSMUSG00000136900,579
chr1,HAVANA,gene,133420396,133421224,.,-,.,ENSMUSG00000132769.1,lncRNA,ENSMUSG00000132769,2,,,,,,,,,,,,,,828,ENSMUSG00000132769,828
chr1,HAVANA,gene,133457216,133458008,.,+,.,ENSMUSG00000101004.2,processed_pseudogene,Gm8596,2,MGI:3646555,OTTMUSG00000049663.1,,,,,,,,,,,,792,ENSMUSG00000101004,792
chr1,HAVANA,gene,133462148,133470875,.,-,.,ENSMUSG00000140659.1,lncRNA,ENSMUSG00000140659,2,,,,,,,,,,,,,,8727,ENSMUSG00000140659,567
chr1,HAVANA,gene,133520219,133524234,.,-,.,ENSMUSG00000143557.1,lncRNA,ENSMUSG00000143557,2,,,,,,,,,,,,,,4015,ENSMUSG00000143557,320
chr1,ENSEMBL,gene,133528960,133529093,.,+,.,ENSMUSG00000064814.3,snoRNA,Gm23939,3,MGI:5453716,,,,,,,,,,,,,133,ENSMUSG00000064814,133
chr1,HAVANA,gene,133531608,133538029,.,-,.,ENSMUSG00000090553.9,protein_coding,Snrpe,2,MGI:98346,OTTMUSG00000035312.1,,,,,,,,,,,,6421,ENSMUSG00000090553,669
chr1,HAVANA,gene,133537764,133543302,.,+,.,ENSMUSG00000128372.1,lncRNA,ENSMUSG00000128372,2,,,,,,,,,,,,,,5538,ENSMUSG00000128372,952
chr1,HAVANA,gene,133547599,133589118,.,-,.,ENSMUSG00000102976.7,protein_coding,Zc3h11a,1,MGI:1917829,OTTMUSG00000049664.1,,,,,readthrough_gene,,,,,,,41519,ENSMUSG00000102976,4396
chr1,HAVANA,gene,133547677,133589056,.,-,.,ENSMUSG00000094410.9,protein_coding,Zbed6,2,MGI:3828086,OTTMUSG00000049666.1,,,,,overlapping_locus,,,,,,,41379,ENSMUSG00000094410,10156
chr1,HAVANA,gene,133588677,133589470,.,+,.,ENSMUSG00000126272.1,lncRNA,ENSMUSG00000126272,2,,,,,,,,,,,,,,793,ENSMUSG00000126272,453
chr1,HAVANA,gene,133592152,133604898,.,+,.,ENSMUSG00000120455.2,lncRNA,Gm57114,2,MGI:7338141,,,,,,,,,,,,,12746,ENSMUSG00000120455,1686
chr1,HAVANA,gene,133606828,133617846,.,-,.,ENSMUSG00000051998.15,protein_coding,Lax1,1,MGI:2443362,OTTMUSG00000049667.1,,,,,,,,,,,,11018,ENSMUSG00000051998,2309
chr1,HAVANA,gene,133619006,133620361,.,+,.,ENSMUSG00000137885.1,lncRNA,ENSMUSG00000137885,2,,,,,,,,,,,,,,1355,ENSMUSG00000137885,607
chr1,HAVANA,gene,133627194,133728779,.,-,.,ENSMUSG00000026463.18,protein_coding,Atp2b4,2,MGI:88111,OTTMUSG00000016442.1,,,,,overlapping_locus,,,,,,,101585,ENSMUSG00000026463,11725
chr1,ENSEMBL,gene,133654295,133654383,.,-,.,ENSMUSG00000098606.3,miRNA,Mir6903,3,MGI:5531179,,,,,,,,,,,,,88,ENSMUSG00000098606,88
chr1,HAVANA,gene,133702947,133706159,.,-,.,ENSMUSG00000102509.2,TEC,Gm37368,2,MGI:5610596,OTTMUSG00000049668.1,,,,,overlapping_locus,,,,,,,3212,ENSMUSG00000102509,3212
chr1,HAVANA,gene,133757265,133758963,.,+,.,ENSMUSG00000103166.2,TEC,Gm10537,2,MGI:3642691,OTTMUSG00000049669.1,,,,,,,,,,,,1698,ENSMUSG00000103166,1698
chr1,HAVANA,gene,133759668,133772603,.,-,.,ENSMUSG00000128131.1,lncRNA,ENSMUSG00000128131,2,,,,,,,,,,,,,,12935,ENSMUSG00000128131,1327
chr1,HAVANA,gene,133762916,133819007,.,+,.,ENSMUSG00000100830.3,lncRNA,Gm28441,2,MGI:5579147,OTTMUSG00000049670.1,,,,,,,,,,,,56091,ENSMUSG00000100830,1343
chr1,HAVANA,gene,133782932,133783884,.,-,.,ENSMUSG00000128168.1,lncRNA,ENSMUSG00000128168,2,,,,,,,,,,,,,,952,ENSMUSG00000128168,300
chr1,HAVANA,gene,133824936,133835737,.,-,.,ENSMUSG00000010311.16,protein_coding,Optc,2,MGI:2151113,OTTMUSG00000026873.1,,,,,,,,,,,,10801,ENSMUSG00000010311,1885
chr1,HAVANA,gene,133834268,133842560,.,+,.,ENSMUSG00000090208.2,lncRNA,Gm15851,1,MGI:3801734,OTTMUSG00000026874.1,,,,,,,,,,,,8292,ENSMUSG00000090208,662
chr1,HAVANA,gene,133838041,133849152,.,-,.,ENSMUSG00000041577.6,protein_coding,Prelp,2,MGI:2151110,OTTMUSG00000026872.1,,,,,,,,,,,,11111,ENSMUSG00000041577,3615
chr1,HAVANA,gene,133858091,133860931,.,+,.,ENSMUSG00000140356.1,lncRNA,ENSMUSG00000140356,2,,,,,,,,,,,,,,2840,ENSMUSG00000140356,863
chr1,HAVANA,gene,133861166,133880259,.,+,.,ENSMUSG00000140315.1,lncRNA,ENSMUSG00000140315,2,,,,,,,,,,,,,,19093,ENSMUSG00000140315,1556
chr1,HAVANA,gene,133889479,133943069,.,+,.,ENSMUSG00000120798.2,lncRNA,Bmncr,2,MGI:5590788,,,,,,,,,,,,,53590,ENSMUSG00000120798,2658
chr1,HAVANA,gene,133891988,133901079,.,-,.,ENSMUSG00000142259.1,lncRNA,ENSMUSG00000142259,2,,,,,,,,,,,,,,9091,ENSMUSG00000142259,764
chr1,HAVANA,gene,133960178,133961116,.,-,.,ENSMUSG00000099507.2,processed_pseudogene,Gm18970,2,MGI:5011155,OTTMUSG00000049672.1,,,,,,,,,,,,938,ENSMUSG00000099507,938
chr1,HAVANA,gene,133964991,133976015,.,+,.,ENSMUSG00000041559.8,protein_coding,Fmod,2,MGI:1328364,OTTMUSG00000034789.1,,,,,,,,,,,,11024,ENSMUSG00000041559,3120
chr1,HAVANA,gene,133987011,133994681,.,-,.,ENSMUSG00000120043.2,lncRNA,Gm19497,2,MGI:5011682,,,,,,,,,,,,,7670,ENSMUSG00000120043,2124
chr1,HAVANA,gene,133988785,133989474,.,+,.,ENSMUSG00000120884.2,lncRNA,Gm57140,2,MGI:7338193,,,,,,overlapping_locus,,,,,,,689,ENSMUSG00000120884,689
chr1,HAVANA,gene,134002907,134006858,.,-,.,ENSMUSG00000020423.7,protein_coding,Btg2,2,MGI:108384,OTTMUSG00000034725.1,,,,,,,,,,,,3951,ENSMUSG00000020423,2743
chr1,HAVANA,gene,134005130,134012501,.,+,.,ENSMUSG00000121237.2,lncRNA,Gm31974,2,MGI:5591133,,,,,,,,,,,,,7371,ENSMUSG00000121237,1310
chr1,HAVANA,gene,134019880,134020633,.,-,.,ENSMUSG00000133364.1,lncRNA,ENSMUSG00000133364,2,,,,,,,,,,,,,,753,ENSMUSG00000133364,613
chr1,HAVANA,gene,134020856,134023158,.,+,.,ENSMUSG00000133244.1,lncRNA,ENSMUSG00000133244,2,,,,,,,,,,,,,,2302,ENSMUSG00000133244,2302
chr1,HAVANA,gene,134024142,134026897,.,-,.,ENSMUSG00000102380.2,TEC,Gm38140,2,MGI:5611368,OTTMUSG00000048393.1,,,,,,,,,,,,2755,ENSMUSG00000102380,2755
chr1,HAVANA,gene,134025795,134027034,.,-,.,ENSMUSG00000133284.1,lncRNA,ENSMUSG00000133284,2,,,,,,,,,,,,,,1239,ENSMUSG00000133284,829
chr1,HAVANA,gene,134027144,134027919,.,+,.,ENSMUSG00000133325.1,lncRNA,ENSMUSG00000133325,2,,,,,,,,,,,,,,775,ENSMUSG00000133325,775
chr1,HAVANA,gene,134032397,134033611,.,-,.,ENSMUSG00000130322.1,lncRNA,ENSMUSG00000130322,2,,,,,,,,,,,,,,1214,ENSMUSG00000130322,570
chr1,HAVANA,gene,134037105,134037537,.,+,.,ENSMUSG00000073559.3,processed_pseudogene,Gm8618,2,MGI:3647540,OTTMUSG00000049673.1,,,,,,,,,,,,432,ENSMUSG00000073559,432
chr1,HAVANA,gene,134037346,134038305,.,-,.,ENSMUSG00000134944.1,lncRNA,ENSMUSG00000134944,2,,,,,,,,,,,,,,959,ENSMUSG00000134944,220
chr1,HAVANA,gene,134038979,134079278,.,+,.,ENSMUSG00000026450.15,protein_coding,Chit1,2,MGI:1919134,OTTMUSG00000021755.1,,,,,,,,,,,,40299,ENSMUSG00000026450,1815
chr1,HAVANA,gene,134062672,134064822,.,+,.,ENSMUSG00000138936.1,lncRNA,ENSMUSG00000138936,2,,,,,,,overlapping_locus,,,,,,,2150,ENSMUSG00000138936,839
chr1,HAVANA,gene,134092391,134094673,.,+,.,ENSMUSG00000132617.1,lncRNA,ENSMUSG00000132617,2,,,,,,,,,,,,,,2282,ENSMUSG00000132617,495
chr1,HAVANA,gene,134104965,134123941,.,-,.,ENSMUSG00000136414.1,lncRNA,ENSMUSG00000136414,2,,,,,,,,,,,,,,18976,ENSMUSG00000136414,797
chr1,HAVANA,gene,134109913,134117919,.,+,.,ENSMUSG00000064246.11,protein_coding,Chi3l1,2,MGI:1340899,OTTMUSG00000030091.1,,,,,,,,,,,,8006,ENSMUSG00000064246,1839
chr1,HAVANA,gene,134121185,134128970,.,+,.,ENSMUSG00000042451.13,protein_coding,Mybph,2,MGI:1858196,OTTMUSG00000049674.1,,,,,,,,,,,,7785,ENSMUSG00000042451,2320
chr1,HAVANA,gene,134126962,134163169,.,-,.,ENSMUSG00000042429.10,protein_coding,Adora1,2,MGI:99401,OTTMUSG00000049675.1,,,,,,,,,,,,36207,ENSMUSG00000042429,4968
chr1,HAVANA,gene,134162359,134173727,.,+,.,ENSMUSG00000134086.1,lncRNA,ENSMUSG00000134086,2,,,,,,,,,,,,,,11368,ENSMUSG00000134086,593
chr1,HAVANA,gene,134198096,134199161,.,+,.,ENSMUSG00000123444.1,lncRNA,ENSMUSG00000123444,2,,,,,,,,,,,,,,1065,ENSMUSG00000123444,1065
chr1,HAVANA,gene,134198690,134218852,.,-,.,ENSMUSG00000123358.1,lncRNA,ENSMUSG00000123358,2,,,,,,,ncRNA_host,,,,,,,20162,ENSMUSG00000123358,1244
chr1,ENSEMBL,gene,134208622,134208729,.,-,.,ENSMUSG00000119277.1,snRNA,Gm24517,3,MGI:5454294,,,,,,,,,,,,,107,ENSMUSG00000119277,107
chr1,HAVANA,gene,134217726,134220286,.,+,.,ENSMUSG00000026459.6,protein_coding,Myog,2,MGI:97276,OTTMUSG00000049677.1,,,,,,,,,,,,2560,ENSMUSG00000026459,1495
chr1,HAVANA,gene,134224520,134260666,.,-,.,ENSMUSG00000026458.14,protein_coding,Ppfia4,2,MGI:1915757,OTTMUSG00000049678.1,,,,,,,,,,,,36146,ENSMUSG00000026458,6067
chr1,HAVANA,gene,134271155,134272454,.,-,.,ENSMUSG00000120099.1,lncRNA,Gm57107,2,MGI:7338127,,,,,,,,,,,,,1299,ENSMUSG00000120099,1299
chr1,HAVANA,gene,134273834,134289717,.,-,.,ENSMUSG00000042305.13,protein_coding,Tmem183a,2,MGI:1914729,OTTMUSG00000049679.1,,,,,,,,,,,,15883,ENSMUSG00000042305,3149
chr1,HAVANA,gene,134289777,134297609,.,+,.,ENSMUSG00000130377.1,lncRNA,ENSMUSG00000130377,2,,,,,,,,,,,,,,7832,ENSMUSG00000130377,776
chr1,HAVANA,gene,134313677,134318719,.,+,.,ENSMUSG00000050526.6,protein_coding,Mgat4f,2,MGI:3045320,OTTMUSG00000029248.1,,,,,,,,,,,,5042,ENSMUSG00000050526,1768
chr1,HAVANA,gene,134333296,134339478,.,+,.,ENSMUSG00000026456.19,protein_coding,Cyb5r1,2,MGI:1919267,OTTMUSG00000023725.1,,,,,,,,,,,,6182,ENSMUSG00000026456,2420
chr1,HAVANA,gene,134343115,134361089,.,+,.,ENSMUSG00000026457.15,protein_coding,Adipor1,2,MGI:1919924,OTTMUSG00000021808.1,,,,,,,,,,,,17974,ENSMUSG00000026457,3446
chr1,HAVANA,gene,134363365,134375432,.,+,.,ENSMUSG00000101061.3,lncRNA,Platr1,2,MGI:5580349,OTTMUSG00000049680.1,,,,,,,,,,,,12067,ENSMUSG00000101061,3316
chr1,HAVANA,gene,134382229,134383211,.,-,.,ENSMUSG00000102722.2,TEC,Gm37935,2,MGI:5611163,OTTMUSG00000049681.1,,,,,,,,,,,,982,ENSMUSG00000102722,982
chr1,HAVANA,gene,134383268,134418756,.,+,.,ENSMUSG00000026455.15,protein_coding,Klhl12,2,MGI:2385619,OTTMUSG00000021463.1,,,,,,,,,,,,35488,ENSMUSG00000026455,4990
chr1,HAVANA,gene,134422385,134436512,.,+,.,ENSMUSG00000042229.10,protein_coding,Rabif,2,MGI:2138605,OTTMUSG00000049682.1,,,,,ncRNA_host,,,,,,,14127,ENSMUSG00000042229,2861
chr1,ENSEMBL,gene,134433075,134433201,.,+,.,ENSMUSG00000077202.3,snoRNA,Gm25612,3,MGI:5455389,,,,,,,,,,,,,126,ENSMUSG00000077202,126
chr1,HAVANA,gene,134433505,134446534,.,-,.,ENSMUSG00000133784.1,lncRNA,ENSMUSG00000133784,2,,,,,,,,,,,,,,13029,ENSMUSG00000133784,587
chr1,HAVANA,gene,134440876,134475443,.,+,.,ENSMUSG00000133744.1,lncRNA,ENSMUSG00000133744,2,,,,,,,overlaps_pseudogene,,,,,,,34567,ENSMUSG00000133744,2122
chr1,HAVANA,gene,134445818,134446301,.,+,.,ENSMUSG00000096712.2,transcribed_processed_pseudogene,Gm15454,2,MGI:3644262,OTTMUSG00000022097.1,,,,,overlapping_locus,,,,,,,483,ENSMUSG00000096712,483
chr1,HAVANA,gene,134447715,134451877,.,+,.,ENSMUSG00000101955.2,transcribed_unprocessed_pseudogene,Tuba5-ps,2,MGI:5580082,OTTMUSG00000049683.1,,,,,overlapping_locus,,,,,,,4162,ENSMUSG00000101955,835
chr1,HAVANA,gene,134468678,134477420,.,-,.,ENSMUSG00000046367.11,protein_coding,Mgat4e,2,MGI:1918251,OTTMUSG00000037371.1,,,,,,,,,,,,8742,ENSMUSG00000046367,1735
chr1,HAVANA,gene,134483853,134484840,.,-,.,ENSMUSG00000120829.2,lncRNA,Gm57134,2,MGI:7338181,,,,,,,,,,,,,987,ENSMUSG00000120829,987
chr1,HAVANA,gene,134487908,134563023,.,+,.,ENSMUSG00000042207.18,protein_coding,Kdm5b,1,MGI:1922855,OTTMUSG00000017092.1,,,,,,,,,,,,75115,ENSMUSG00000042207,8714
chr1,HAVANA,gene,134569991,134574258,.,-,.,ENSMUSG00000097435.2,lncRNA,Gm26783,2,MGI:5477277,OTTMUSG00000049791.1,,,,,,,,,,,,4267,ENSMUSG00000097435,2377
chr1,HAVANA,gene,134574414,134690331,.,+,.,ENSMUSG00000026452.16,protein_coding,Syt2,2,MGI:99666,OTTMUSG00000029462.1,,,,,,,,,,,,115917,ENSMUSG00000026452,6879
chr1,HAVANA,gene,134682395,134883680,.,-,.,ENSMUSG00000073557.13,protein_coding,Ppp1r12b,1,MGI:1916417,OTTMUSG00000021600.1,,,,,overlapping_locus,,,,,,,201285,ENSMUSG00000073557,8840
chr1,HAVANA,gene,134702009,134704017,.,+,.,ENSMUSG00000138665.1,lncRNA,ENSMUSG00000138665,2,,,,,,,,,,,,,,2008,ENSMUSG00000138665,324
chr1,HAVANA,gene,134727632,134729723,.,-,.,ENSMUSG00000103614.2,TEC,Gm37949,2,MGI:5611177,OTTMUSG00000049793.1,,,,,overlapping_locus,,,,,,,2091,ENSMUSG00000103614,2091
chr1,ENSEMBL,gene,134737012,134737106,.,+,.,ENSMUSG00002075458.1,miRNA,Gm56117,3,MGI:6848693,,,,,,,,,,,,,94,ENSMUSG00002075458,94
chr1,HAVANA,gene,134747653,134755287,.,-,.,ENSMUSG00000103976.2,TEC,Gm37677,2,MGI:5610905,OTTMUSG00000049794.1,,,,,overlapping_locus,,,,,,,7634,ENSMUSG00000103976,7634
chr1,HAVANA,gene,134761879,134774153,.,+,.,ENSMUSG00000101168.2,lncRNA,Gm28892,2,MGI:5579598,OTTMUSG00000049795.1,,,,,,,,,,,,12274,ENSMUSG00000101168,2721
chr1,HAVANA,gene,134827429,134832348,.,+,.,ENSMUSG00000144134.1,lncRNA,ENSMUSG00000144134,2,,,,,,,,,,,,,,4919,ENSMUSG00000144134,762
chr1,HAVANA,gene,134890302,134901900,.,+,.,ENSMUSG00000026429.10,protein_coding,Ube2t,2,MGI:1914446,OTTMUSG00000021432.1,,,,,,,,,,,,11598,ENSMUSG00000026429,3244
